1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
1,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
2,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
3,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
4,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
5,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
6,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
7,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
8,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
9,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
10,question,answer,$answer,$answer,$answer,$answer
